EventName,ElapsedTime,Timestamp,SessionID,Version,AudioClip,AudioDuration,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,EvacPatientIds,EvacRound,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,NarrativeDescription,NarrativeIndex,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswers,QuestionId,QuestionPrompt,QuestionType,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
SESSION_END,-51863,6/17/2026 3:13:54 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,
VOICE_CAPTURE,-51287,6/17/2026 3:13:55 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-50705,6/17/2026 3:13:55 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-50367,6/17/2026 3:13:56 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-49854,6/17/2026 3:13:56 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-49399,6/17/2026 3:13:56 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-48889,6/17/2026 3:13:57 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-48396,6/17/2026 3:13:57 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-47877,6/17/2026 3:13:58 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-47379,6/17/2026 3:13:58 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
VOICE_CAPTURE,-46902,6/17/2026 3:13:59 PM,5dc4e899-127d-41e1-8066-f91c458beac8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,her,
