EventName,ElapsedTime,Timestamp,SessionID,Version,AudioClip,AudioDuration,ButtonClickMessage,CurrentDurationEngaged,DragStartPosition,DragStopPosition,EvacPatientIds,EvacRound,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,NarrativeDescription,NarrativeIndex,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,QuestionAnswers,QuestionId,QuestionPrompt,QuestionType,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TotalDurationEngaged,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,WeaponsDisarmed,WeaponsHeld,
VOICE_CAPTURE,-94466,6/26/2026 1:57:15 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,tech for another year and a half.,
VOICE_CAPTURE,-93969,6/26/2026 1:57:16 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,tech for another year and a half.,
VOICE_CAPTURE,-93968,6/26/2026 1:57:16 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,tech for another year and a half.,
VOICE_COMMAND,-93968,6/26/2026 1:57:16 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tech for another year and a half.,what year is it,
VOICE_CAPTURE,-93470,6/26/2026 1:57:16 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,e hospital.,
VOICE_CAPTURE,-92948,6/26/2026 1:57:17 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,e hospital. a year and a half in the hospital.,
VOICE_CAPTURE,-92492,6/26/2026 1:57:17 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,e hospital. a year and a half in the hospital.,
VOICE_CAPTURE,-92491,6/26/2026 1:57:17 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,e hospital. a year and a half in the hospital.,
VOICE_COMMAND,-92491,6/26/2026 1:57:17 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e hospital. a year and a half in the hospital.,what year is it,
VOICE_CAPTURE,-91923,6/26/2026 1:57:18 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,"pital, so.",
VOICE_CAPTURE,-84521,6/26/2026 1:57:25 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,lowly.,
VOICE_CAPTURE,-84008,6/26/2026 1:57:26 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,lowly getting there.,
VOICE_CAPTURE,-83507,6/26/2026 1:57:26 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,lowly getting there.,
VOICE_CAPTURE,-83507,6/26/2026 1:57:26 PM,a64401a8-c9c6-4b5b-804f-2f90347469b8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,lowly getting there.,
